■ 연도별 박스오피스,,,,,,,,,,
- 조회일: 2022-07-27,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,
▶ 검색조건 [ 조회기간: 2022   영화구분: 전체   국적: 전체   지역: 전체 ],,,,,,,,,,
순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
733,자산어보,2021-03-31,"550,000",0.0%,110,1,1,한국,한국,메가박스중앙(주)플러스엠
733,과거로부터,,"250,000",0.0%,110,1,12,미국,미국,
733,파리 텍사스,1987-08-29,"807,000",0.0%,110,1,7,프랑스,"프랑스,서독,영국",
733,고양이를 부탁해,2001-10-12,"992,000",0.0%,110,2,27,한국,한국,"(주)엣나인필름,(주)시네마서비스"
737,안나의 랑데부,,"726,000",0.0%,109,1,2,프랑스,"프랑스,벨기에,독일",
737,자매의 화원,,"240,500",0.0%,109,1,10,한국,한국,
737,우리들의 낙원,,"218,000",0.0%,109,1,9,미국,미국,
737,뱅드림! 로젤리아 에피소드 Ⅱ : 송 아이 엠,2021-09-09,"1,020,400",0.0%,109,3,20,일본,일본,(주)애니플러스
741,공작부인,,"216,000",0.0%,108,1,9,미국,미국,
741,황색 하늘,,"272,500",0.0%,108,1,6,미국,미국,
741,황야의 귀부인,,"216,000",0.0%,108,1,6,미국,미국,
744,마부,,"245,500",0.0%,107,1,16,한국,한국,
744,장희빈,,"214,000",0.0%,107,1,9,한국,한국,
744,소설가 구보의 하루,2021-12-09,"721,000",0.0%,107,6,48,한국,한국,필름다빈
747,악의 화원,,"267,500",0.0%,106,1,6,미국,미국,
747,SOS 일촉즉발,,"212,000",0.0%,106,1,4,프랑스,프랑스,
749,전장이여 영원히,,"105,000",0.0%,105,1,4,미국,미국,
749,맘마 로마,,"653,000",0.0%,105,2,5,이탈리아,이탈리아,
749,오만과 편견,,"360,000",0.0%,105,1,8,미국,미국,
752,동심초,,"214,000",0.0%,104,1,6,한국,한국,
752,십계,2021-12-02,"641,500",0.0%,104,2,10,미국,미국,"(재)CBS,주식회사 블루필름웍스"
752,역마차,,"208,000",0.0%,104,1,9,미국,미국,
752,로마의 휴일,,"163,000",0.0%,104,1,12,미국,"미국,이탈리아",
752,80일간의 세계일주,,"260,000",0.0%,104,1,5,미국,미국,
752,필로포비아,2021-12-30,"736,400",0.0%,104,7,53,영국,영국,(주)드림팩트엔터테인먼트
758,달빛 아래서,,"206,000",0.0%,103,1,7,미국,미국,
758,사랑의 집회,,"664,000",0.0%,103,1,5,이탈리아,이탈리아,
758,낮에는 덥고 밤에는 춥고,,"399,000",0.0%,103,1,5,한국,한국,필름다빈
761,아이다호,,"742,000",0.0%,102,1,2,미국,미국,
761,인디피크닉2022 단편2 : 고군분투 생활기,,"343,300",0.0%,102,1,3,한국,한국,
761,휴먼 보이스,,"673,000",0.0%,102,1,12,스페인,스페인,찬란
761,스토리업쇼츠 섹션2: 만나줘요! Yi Ok Seop's choice,,"1,021,000",0.0%,102,1,1,한국,한국,
761,무법자의 날,,"260,000",0.0%,102,1,6,미국,미국,
766,애수,,"210,500",0.0%,101,1,9,미국,미국,
766,우작,2004-11-05,"695,000",0.0%,101,1,2,터키,터키,(주)문필름코리아
766,지상 최대의 작전,,"252,500",0.0%,101,1,6,,,
766,소돔과 고모라,1974-04-25,"252,500",0.0%,101,1,6,미국,"미국,이탈리아,프랑스",
766,이집트 DJ 사와,,"101,000",0.0%,101,1,4,기타,기타,에이케이엔터테인먼트(주)
766,당신얼굴 앞에서,2021-10-21,"816,000",0.0%,101,2,37,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
772,욕망의 법칙,,"605,000",0.0%,100,2,12,스페인,스페인,해피송
772,그랑블루 리마스터링 감독판,2013-07-25,"586,000",0.0%,100,1,3,프랑스,"프랑스,이탈리아",(주)팝파트너스
772,변호인,2013-12-18,"1,000,000",0.0%,100,1,1,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
772,누구를 위하여 종은 울리나,1972-03-18,"200,000",0.0%,100,1,10,미국,미국,
772,체리 향기,1998-01-01,"667,000",0.0%,100,1,3,프랑스,"프랑스,이란",㈜영화사 백두대간
772,내 학생의 엄마 6,2022-06-24,"500,000",0.0%,100,5,5,한국,한국,(주)영화사가을
772,왕좌의 법칙,2022-07-21,"500,000",0.0%,100,5,5,카자흐스탄,카자흐스탄,(주)액티버스엔터테인먼트
772,아내의 질문,,"500,000",0.0%,100,5,5,한국,한국,(주)룬컴퍼니
772,섹스 셰어하우스,2022-06-03,"500,000",0.0%,100,5,5,한국,한국,(주)코빈커뮤니케이션즈
772,정복자 윌리엄,2022-06-23,"500,000",0.0%,100,5,5,프랑스,프랑스,(주)액티버스엔터테인먼트
772,SISFF2022 한국단편경쟁 3,,"600,000",0.0%,100,1,2,한국,한국,
772,너희 아빠 맛있더라,2022-05-04,"500,000",0.0%,100,5,5,한국,한국,(주)코빈커뮤니케이션즈
772,콜드워,,"500,000",0.0%,100,5,5,카자흐스탄,카자흐스탄,(주)제이에이와이이엔터테인먼트
772,미용실 유부녀들,2022-04-06,"500,000",0.0%,100,5,5,한국,한국,(주)영화사가을
772,노래방 : 화끈한 여자들 3,2022-04-29,"500,000",0.0%,100,5,5,한국,한국,(주)영화사가을
772,오피스텔 여대생들,2022-05-25,"500,000",0.0%,100,5,5,한국,한국,(주)영화사가을
772,어라이즈,2022-04-07,"500,000",0.0%,100,5,5,호주,호주,(주)제이에이와이이엔터테인먼트
772,정력대왕 시아버지,2022-04-07,"500,000",0.0%,100,5,5,한국,한국,(주)코빈커뮤니케이션즈
772,유산으로 남겨준 새엄마,2022-03-02,"500,000",0.0%,100,5,5,한국,한국,(주)코빈커뮤니케이션즈
772,7인의 악인전,2022-03-24,"500,000",0.0%,100,5,5,중국,중국,비케이 시네윈
772,도진강호,2022-04-21,"500,000",0.0%,100,5,5,중국,중국,초코필름
772,섹스마스터,2022-04-22,"500,000",0.0%,100,5,5,한국,한국,(주)룬컴퍼니
772,애무의 신,2022-05-20,"500,000",0.0%,100,5,5,한국,한국,(주)룬컴퍼니
772,둔덕 가시거리,2022-05-06,"500,000",0.0%,100,5,5,한국,한국,(주)룬컴퍼니
772,옆집 부부와 구멍 깐부,2022-02-04,"500,000",0.0%,100,5,5,한국,한국,(주)코빈커뮤니케이션즈
772,둔덕 사돈처녀,2022-03-04,"500,000",0.0%,100,5,5,한국,한국,(주)룬컴퍼니
772,인비저블 킬러,2022-03-03,"500,000",0.0%,100,5,5,영국,영국,(주)액티버스엔터테인먼트
772,칼의 전쟁,2022-02-10,"500,000",0.0%,100,5,5,중국,중국,초코필름
772,카니발 클럽,2022-02-24,"500,000",0.0%,100,5,5,브라질,브라질,TCO(주)더콘텐츠온
772,야연2,2022-02-22,"500,000",0.0%,100,5,5,중국,중국,초코필름
772,무딕: 고향으로 가는 길,,"1,200,000",0.0%,100,1,1,인도네시아,인도네시아,
772,어쩌다 여전사,,"1,200,000",0.0%,100,1,1,태국,태국,
772,첩혈강호,2022-02-15,"500,000",0.0%,100,5,5,중국,중국,(주)액티버스엔터테인먼트
772,탈명검: 풍운재기,2022-01-18,"500,000",0.0%,100,4,5,중국,중국,(주)액티버스엔터테인먼트
772,더 모텔,2022-01-27,"500,000",0.0%,100,5,5,영국,영국,(주)제이에이와이이엔터테인먼트
772,수호무적,2022-01-13,"500,000",0.0%,100,5,5,중국,중국,(주)제이에이와이이엔터테인먼트
772,밀접접촉,2022-01-28,"500,000",0.0%,100,5,5,한국,한국,(주)룬컴퍼니
772,불량탐정 캠코인,2022-01-21,"500,000",0.0%,100,5,5,한국,한국,(주)룬컴퍼니
772,쩜빠 밧탐방: 영혼의 노래,,"1,200,000",0.0%,100,1,1,캄보디아,캄보디아,
772,오케이 마담,2020-08-12,"700,000",0.0%,100,1,1,한국,한국,메가박스중앙(주)플러스엠
772,추억의 검정고무신,2020-11-19,"600,000",0.0%,100,1,2,한국,한국,(주)대교 미디어콘텐츠사업본부
772,정말 먼 곳,2021-03-18,"473,000",0.0%,100,1,1,한국,한국,그린나래미디어(주)
814,옐라,,"572,000",0.0%,99,1,6,독일,독일,M&M 인터내셔널
814,달콤한 인생,,"455,000",0.0%,99,1,3,이탈리아,"이탈리아,프랑스",
814,데카메론,,"547,000",0.0%,99,1,3,이탈리아,이탈리아,
817,키카,1998-05-30,"564,000",0.0%,98,1,12,스페인,"스페인,프랑스","해피송,(주)홈초이스"
817,쉘부르의 우산,1992-09-26,"880,000",0.0%,98,2,21,프랑스,"프랑스,독일",(주)에스와이코마드
817,금의위4 지존무사,2022-04-13,"218,000",0.0%,98,5,70,중국,중국,(유)조이앤시네마
817,아라비안 나이트,,"556,000",0.0%,98,1,3,이탈리아,"이탈리아,프랑스",
821,처음 꽃향기를 만난 순간,,"582,000",0.0%,97,1,2,대만,대만,주식회사 오디언스
821,운디네,2020-12-24,"550,000",0.0%,97,1,6,독일,독일,M&M 인터내셔널
821,나의 특별한 형제,2019-05-01,"970,000",0.0%,97,1,1,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
821,"O, shorts! - 12월 '이렇게 된 이상 이학주로 간다'",,"946,000",0.0%,97,1,3,한국,한국,
821,아리엘,,"664,000",0.0%,97,1,4,핀란드,핀란드,
821,완령옥,,"648,000",0.0%,97,1,2,홍콩,홍콩,
821,성냥공장 소녀,2001-04-28,"687,000",0.0%,97,1,4,핀란드,핀란드,
828,작은새와 돼지씨,,"560,000",0.0%,96,1,2,한국,한국,필름다빈
828,꼭대기 방,,"96,000",0.0%,96,1,4,영국,영국,
830,7인의 사무라이,,"240,000",0.0%,95,1,6,일본,일본,
830,망향,,"190,000",0.0%,95,1,5,프랑스,프랑스,
830,빛과 철,2021-02-18,"492,000",0.0%,95,1,1,한국,한국,찬란
833,격노,,"235,000",0.0%,94,1,6,미국,미국,
833,섹스웨더,2022-02-07,"296,000",0.0%,94,8,49,남아프리카공화국,남아프리카공화국,(유)조이앤시네마
833,하이큐!! 땅 VS 하늘,2020-01-23,"666,600",0.0%,94,2,8,일본,일본,"(주)드림팩트엔터테인먼트,(주)삼백상회"
833,그늘과 양지,,"188,000",0.0%,94,1,12,미국,미국,
833,너의 새는 노래할 수 있어,2020-04-16,"872,000",0.0%,94,1,1,일본,일본,(주)디오시네마
838,지상 최대의 쇼,,"93,000",0.0%,93,1,4,,,
838,게리 쿠퍼의 재회,,"186,000",0.0%,93,1,8,미국,미국,
838,성난 파도,,"186,000",0.0%,93,1,9,미국,미국,
841,어느 여대생의 고백,,"184,000",0.0%,92,1,9,한국,한국,
841,젊은이의 양지,1972-10-28,"230,000",0.0%,92,1,5,미국,미국,
841,서부 개척사,,"92,000",0.0%,92,1,4,미국,미국,
841,사랑은 오직 한 길,,"92,000",0.0%,92,1,4,프랑스,"프랑스,이탈리아",
841,바람이 우리를 데려다 주리라,2002-11-22,"589,000",0.0%,92,1,3,이란,이란,㈜영화사 백두대간
846,애욕과 전장,,"227,500",0.0%,91,1,4,미국,미국,
846,우리집,2019-08-22,"728,000",0.0%,91,1,1,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
846,고장난 론,2021-10-27,"546,000",0.0%,91,1,1,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
846,뱅드림! 로젤리아 에피소드Ⅰ: 약속,2021-06-03,"849,900",0.0%,91,3,17,일본,일본,(주)애니플러스
846,나는 삶을 사랑하고 자전거를 타고 극장에 간다,,"623,000",0.0%,91,1,2,프랑스,프랑스,
846,타락천사,1995-12-23,"807,000",0.0%,91,1,7,홍콩,홍콩,(주)디스테이션
846,젊은 사자들,,"227,500",0.0%,91,1,4,미국,미국,
853,편지,,"180,000",0.0%,90,1,12,미국,미국,
853,너를 만난 여름,2019-10-16,"810,000",0.0%,90,1,2,중국,중국,"오드,(주)홈초이스"
853,크게 될 놈,2019-04-18,"540,000",0.0%,90,2,2,한국,한국,(주)영화사오원
853,SISFF2022 한국단편경쟁 4,,"540,000",0.0%,90,1,2,한국,한국,
853,SISFF2022 한국단편경쟁 1,,"540,000",0.0%,90,1,2,한국,한국,
853,알라모,,"225,000",0.0%,90,1,6,미국,미국,
859,콰이강의 다리,1962-11-03,"89,000",0.0%,89,1,4,미국,미국,
859,안나 카레니나,,"217,500",0.0%,89,1,8,영국,영국,
859,스파이의 아내,2021-03-25,"813,000",0.0%,89,1,9,일본,일본,M&M 인터내셔널
859,정순,,"89,000",0.0%,89,1,1,한국,한국,
863,노매드랜드,2021-04-15,"624,000",0.0%,88,1,5,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
863,로스트 로스트 로스트,,"634,000",0.0%,88,1,2,미국,미국,
863,백주의 결투,,"88,000",0.0%,88,1,4,미국,미국,
866,알래스카의 혼,,"87,000",0.0%,87,1,4,미국,미국,
866,시민 케인,,"174,000",0.0%,87,1,6,미국,미국,
866,그리고 삶은 계속된다,1998-03-14,"590,000",0.0%,87,1,5,이란,이란,
866,버닝,2018-05-17,"645,000",0.0%,87,1,1,한국,한국,CGV아트하우스
866,내가 뭘 잘못했길래,,"511,000",0.0%,87,1,12,스페인,스페인,"해피송,(주)홈초이스"
866,신은 죽지 않았다 3: 어둠 속의 빛,2018-07-19,"682,000",0.0%,87,1,21,미국,미국,"(주)영화사 그램,(재)CBS"
872,네이키드 정글,,"86,000",0.0%,86,1,4,,,
872,그런 일은 일어나지 않았지,,"671,000",0.0%,86,1,9,한국,한국,(주)콘텐츠윙
872,덩케르크 디 오리지널,,"217,500",0.0%,86,1,6,영국,영국,
872,세자매,2021-01-27,"498,000",0.0%,86,1,2,한국,한국,(주)리틀빅픽쳐스
872,전장의 A.I.,,"86,000",0.0%,86,1,3,프랑스,"프랑스,이라크,기타,말레이시아",
877,욕망이라는 이름의 전차,,"85,000",0.0%,85,1,4,미국,미국,
877,밤으로의 긴 여로,,"222,500",0.0%,85,1,6,미국,미국,
877,초원의 강,,"565,000",0.0%,85,1,2,미국,미국,
877,천국과 지옥,,"215,000",0.0%,85,1,6,미국,미국,
877,로그 인 벨지움,2021-12-01,"688,300",0.0%,85,3,24,한국,한국,(주)엣나인필름
877,킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,"675,000",0.0%,85,1,3,일본,일본,"동우에이앤이(주),(주)박수엔터테인먼트"
883,이도공간,2003-06-05,"842,000",0.0%,84,1,3,홍콩,홍콩,(주)엣나인필름
883,평원아,,"212,500",0.0%,84,1,6,미국,미국,
883,미스터 로버츠,,"84,000",0.0%,84,1,4,,,
886,어거스트 러쉬,2007-11-29,"876,000",0.0%,83,1,5,미국,미국,"(주)영화사 그램,CJ ENM"
886,하나와 앨리스,2004-11-17,"895,000",0.0%,83,1,6,일본,일본,"(주)미디어캐슬,(주)팝엔터테인먼트,쇼이스트(주)"
886,퍼스널 쇼퍼,2017-02-09,"698,000",0.0%,83,2,18,프랑스,프랑스,아이 엠
886,디데이,,"210,000",0.0%,83,1,6,미국,미국,
886,상하이에서 온 여인,,"166,000",0.0%,83,1,6,미국,미국,
891,하오의 결투,,"207,500",0.0%,82,1,6,미국,미국,
891,두만강아 잘 있거라,,"210,000",0.0%,82,1,6,한국,한국,
891,중공탈출,,"82,000",0.0%,82,1,4,미국,미국,
891,발지 대전투,,"244,000",0.0%,82,1,4,미국,미국,
891,캉캉,,"82,000",0.0%,82,1,4,미국,미국,
896,오렌지필름 기획전 - 사랑은 간단하지 않아요,,"538,000",0.0%,81,1,5,한국,한국,
896,2022 썸머프라이드시네마- 방효린 배우 특별전,,"729,000",0.0%,81,1,1,한국,한국,
896,프릭스 아웃,,"577,000",0.0%,81,1,2,이탈리아,"이탈리아,벨기에",
899,간호중,2021-12-02,"400,000",0.0%,80,1,4,한국,한국,찬란
899,메가 릴렉스 비행,,"400,000",0.0%,80,1,10,한국,한국,메가박스중앙(주)
899,성덕,,"545,000",0.0%,80,1,2,한국,한국,오드
899,SISFF2022 국제단편경쟁 5,,"480,000",0.0%,80,1,1,기타,기타,
899,SISFF2022 명예의 전당,,"480,000",0.0%,80,1,1,한국,한국,
899,라이안의 처녀,1972-02-29,"220,000",0.0%,80,1,4,영국,영국,
899,SISFF2022 국제단편경쟁 2,,"480,000",0.0%,80,1,1,기타,기타,
906,필라델피아 스토리,,"79,000",0.0%,79,1,4,미국,미국,
906,국제시장,2014-12-17,"395,000",0.0%,79,2,2,한국,한국,(주)씨제이이엔엠
906,아카토네,,"496,000",0.0%,79,1,5,이탈리아,이탈리아,
906,쥬발,,"197,500",0.0%,79,1,6,미국,미국,
906,베놈 2: 렛 데어 비 카니지,2021-10-13,"679,900",0.0%,79,2,15,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
906,39 계단,,"424,000",0.0%,79,1,3,영국,영국,
906,하이큐!! 콘셉트의 싸움,2018-01-11,"566,100",0.0%,79,1,7,일본,일본,(주)팝엔터테인먼트
913,크리미널 카운트다운,2022-02-02,"280,000",0.0%,78,10,33,독일,독일,(유)조이앤시네마
913,과거가 없는 남자,2005-10-14,"526,000",0.0%,78,1,2,핀란드,핀란드,(주)영화랑
913,SIWOLF2022-단편 경쟁4,,"546,000",0.0%,78,1,1,한국,한국,
913,KQFF2022 [국내단편1] 미성년,,"621,009",0.0%,78,1,2,한국,한국,
913,나쁜 버릇,,"466,000",0.0%,78,1,11,스페인,스페인,"해피송,(주)홈초이스"
913,황색리본,,"195,000",0.0%,78,1,6,미국,미국,
919,무녀도,2021-11-24,"505,000",0.0%,77,1,24,한국,한국,(주)씨네필운
919,BIFAN2022 엑스라지 1,,"385,000",0.0%,77,1,2,기타,기타,
919,한여름의 판타지아,2015-06-11,"661,000",0.0%,77,1,15,한국,"한국,일본",㈜인디스토리
919,연방경찰,,"199,000",0.0%,77,1,4,,,
919,낭트의 자코,,"733,000",0.0%,77,1,10,프랑스,프랑스,(주)영화사 안다미로
919,원스 어폰 어 타임 인 아나톨리아,,"490,000",0.0%,77,1,2,터키,"터키,보스니아",
919,트로이의 헤렌,,"195,000",0.0%,77,1,6,미국,미국,
919,비스마르크호를 격침하라,,"192,500",0.0%,77,1,6,영국,영국,
927,너를 보내는 숲,2008-04-24,"821,000",0.0%,76,1,2,일본,일본,(주)영화사 진진
927,오클라호마,,"76,000",0.0%,76,1,4,미국,미국,
927,대원군,,"152,000",0.0%,76,1,6,한국,한국,
927,소년시절의 너,2020-07-09,"684,000",0.0%,76,1,2,중국,중국,"(주)영화특별시에스엠씨,(주)콘텐츠패밀리"
927,흑과 백,,"190,000",0.0%,76,1,6,미국,미국,
927,2022 썸머프라이드시네마- 단편모음2,,"681,000",0.0%,76,1,1,한국,한국,
927,춘희,,"192,500",0.0%,76,1,5,미국,미국,
934,패터슨,2017-12-21,"714,000",0.0%,75,1,7,프랑스,"프랑스,독일,미국",그린나래미디어(주)
934,뮤지컬 브로드웨이 42번가,2020-07-08,"1,342,000",0.0%,75,2,14,미국,미국,C 무비
934,너의 결혼식,2018-08-22,"900,000",0.0%,75,1,4,한국,한국,메가박스중앙(주)플러스엠
934,부니베어: 애들이 줄었어요,2021-10-07,"525,000",0.0%,75,1,1,중국,중국,(주)라이크콘텐츠
934,스파이형 모델,2022-07-20,"668,000",0.0%,75,3,9,한국,한국,주식회사 씨엠닉스
934,아이,2021-02-10,"525,000",0.0%,75,1,3,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
934,르 아브르,2011-12-08,"501,000",0.0%,75,1,2,핀란드,"핀란드,프랑스,독일",찬란
934,랩소디,,"150,000",0.0%,75,1,9,미국,미국,
934,레전더리 콘서트: 카를로스 클라이버,2020-12-02,"1,583,500",0.0%,75,6,16,독일,독일,(주)케빈앤컴퍼니
943,1945 그레이트 워,2022-06-15,"194,000",0.0%,74,5,47,프랑스,프랑스,(유)조이앤시네마
943,소리없는 추격자,2022-06-16,"194,000",0.0%,74,5,47,스페인,스페인,(유)조이앤시네마
943,대명금의위2: 척살무사,2022-05-03,"194,000",0.0%,74,5,40,중국,중국,(유)조이앤시네마
943,스토리업쇼츠 섹션1: THE CMR’s choice,,"742,000",0.0%,74,1,1,한국,한국,
943,존 웨인의 진주만,,"185,000",0.0%,74,1,6,미국,미국,
943,오이디푸스 왕,,"401,000",0.0%,74,1,3,모로코,"모로코,이탈리아",
943,피아니스트의 전설,2020-01-01,"725,000",0.0%,74,2,16,이탈리아,이탈리아,(주)라이크콘텐츠
943,올리브나무사이로,1997-08-23,"473,000",0.0%,74,1,5,프랑스,"프랑스,이란",
943,이별,1973-09-11,"74,000",0.0%,74,1,4,한국,한국,
952,러브 미 텐더,,"73,000",0.0%,73,1,4,미국,미국,
952,사막의 여우 롬멜,,"182,500",0.0%,73,1,6,미국,미국,
952,무법지대,,"187,000",0.0%,73,1,4,미국,미국,
952,금의위5-풍운제일검,2022-06-22,"193,000",0.0%,73,5,46,중국,중국,(유)조이앤시네마
952,미결처리반 Q: 침묵의 암살자,2022-01-27,"404,000",0.0%,73,4,8,덴마크,"덴마크,독일,체코",(주)콘텐츠판다
957,커피와 담배,2006-07-27,"765,000",0.0%,72,1,6,미국,미국,"(주)영화사 안다미로,(주)스폰지이엔티"
957,벤허,1972-09-07,"110,000",0.0%,72,1,6,미국,미국,(주)팝엔터테인먼트
957,화피사,2022-06-01,"192,000",0.0%,72,4,45,중국,중국,(유)조이앤시네마
957,로슈포르의 숙녀들,2019-08-22,"666,000",0.0%,72,2,14,프랑스,프랑스,(주)에스와이코마드
957,서울의 지붕 밑,,"180,000",0.0%,72,1,6,한국,한국,
957,유열의 음악앨범,2019-08-28,"776,000",0.0%,72,1,1,한국,한국,CGV아트하우스
957,남매의 여름밤,2020-08-20,"646,500",0.0%,72,1,15,한국,한국,그린나래미디어(주)
957,그리고 신은 여자를 창조했다,,"184,000",0.0%,72,1,4,프랑스,프랑스,
957,지구 최후의 밤,2019-07-25,"749,000",0.0%,72,1,2,중국,중국,찬란
957,버팔로 대대,,"180,000",0.0%,72,1,4,미국,미국,
957,포겟 미 낫-엄마에게 쓰는 편지,2021-06-03,"776,000",0.0%,72,1,1,한국,한국,커넥트픽쳐스(주)
957,원샷,2022-01-10,"374,000",0.0%,72,50,72,영국,영국,"주식회사 풍경소리,(주)타임앤드스페이스"
