연도,시군구별,연료별,용도별,승용,승합,화물,특수,계
2016,금천구,하이브리드(휘발유+전기),사업용,13,0,0,0,13
2016,금천구,휘발유,비사업용,14674,11,28,0,14713
2016,금천구,휘발유,사업용,17,0,0,0,17
2016,금천구,휘발유(무연),비사업용,22697,13,19,0,22729
2016,금천구,휘발유(무연),사업용,373,0,0,0,373
2016,금천구,휘발유(유연),비사업용,21,0,0,0,21
2016,금천구,휘발유(유연),사업용,1,0,0,0,1
2016,영등포구,CNG,비사업용,21,2,29,0,52
2016,영등포구,CNG,사업용,4,95,0,0,99
2016,영등포구,경유,비사업용,34810,4838,14485,476,54609
2016,영등포구,경유,사업용,393,344,3891,639,5267
2016,영등포구,기타연료,비사업용,4,31,117,5,157
2016,영등포구,기타연료,사업용,0,0,225,2,227
2016,영등포구,수소,비사업용,2,0,0,0,2
2016,영등포구,엘피지,비사업용,6890,915,1298,3,9106
2016,영등포구,엘피지,사업용,3079,1,302,1,3383
2016,영등포구,전기,비사업용,76,0,0,0,76
2016,영등포구,전기,사업용,19,0,0,0,19
2016,영등포구,하이브리드(LPG+전기),비사업용,97,0,0,0,97
2016,영등포구,하이브리드(경유+전기),비사업용,3,0,0,0,3
2016,영등포구,하이브리드(휘발유+전기),비사업용,2046,0,0,0,2046
2016,영등포구,하이브리드(휘발유+전기),사업용,306,0,0,0,306
2016,영등포구,휘발유,비사업용,30652,22,52,0,30726
2016,영등포구,휘발유,사업용,31,0,0,0,31
2016,영등포구,휘발유(무연),비사업용,39423,34,41,0,39498
2016,영등포구,휘발유(무연),사업용,417,0,0,0,417
2016,영등포구,휘발유(유연),비사업용,58,0,0,0,58
2016,영등포구,휘발유(유연),사업용,1,0,0,0,1
2016,동작구,CNG,비사업용,18,0,9,0,27
2016,동작구,CNG,사업용,0,72,0,0,72
2016,동작구,경유,비사업용,24292,2939,7162,102,34495
2016,동작구,경유,사업용,4,46,1026,296,1372
2016,동작구,기타연료,비사업용,2,19,55,1,77
2016,동작구,기타연료,사업용,0,0,6,0,6
2016,동작구,엘피지,비사업용,6376,771,859,1,8007
2016,동작구,엘피지,사업용,1184,0,147,0,1331
2016,동작구,전기,비사업용,27,0,0,0,27
2016,동작구,전기,사업용,1,0,0,0,1
2016,동작구,하이브리드(LPG+전기),비사업용,87,0,0,0,87
2016,동작구,하이브리드(휘발유+전기),비사업용,1461,0,0,0,1461
2016,동작구,하이브리드(휘발유+전기),사업용,1,0,0,0,1
2016,동작구,휘발유,비사업용,24849,11,16,0,24876
2016,동작구,휘발유(무연),비사업용,32266,12,21,0,32299
2016,동작구,휘발유(무연),사업용,1,0,0,0,1
2016,동작구,휘발유(유연),비사업용,36,0,0,0,36
2016,관악구,CNG,비사업용,23,3,14,1,41
2016,관악구,CNG,사업용,5,241,0,0,246
2016,관악구,경유,비사업용,27965,4024,9866,45,41900
2016,관악구,경유,사업용,154,48,1568,173,1943
2016,관악구,기타연료,비사업용,0,21,69,2,92
2016,관악구,기타연료,사업용,0,0,8,0,8
2016,관악구,엘피지,비사업용,8236,1110,1216,1,10563
2016,관악구,엘피지,사업용,3072,0,307,0,3379
2016,관악구,전기,비사업용,9,0,0,0,9
2016,관악구,전기,사업용,1,0,0,0,1
2016,관악구,하이브리드(LPG+전기),비사업용,134,0,0,0,134
2016,관악구,하이브리드(경유+전기),비사업용,1,0,0,0,1
2016,관악구,하이브리드(휘발유+전기),비사업용,1412,0,0,0,1412
2016,관악구,하이브리드(휘발유+전기),사업용,2,0,0,0,2
2016,관악구,휘발유,비사업용,25204,12,29,0,25245
2016,관악구,휘발유,사업용,20,0,0,0,20
2016,관악구,휘발유(무연),비사업용,36772,19,29,0,36820
2016,관악구,휘발유(무연),사업용,162,0,0,0,162
2016,관악구,휘발유(유연),비사업용,61,0,0,0,61
2016,서초구,CNG,비사업용,36,2,28,1,67
2016,서초구,CNG,사업용,1,495,0,0,496
2016,서초구,경유,비사업용,37098,4077,11160,145,52480
2016,서초구,경유,사업용,884,303,4903,171,6261
2016,서초구,기타연료,비사업용,10,79,174,10,273
2016,서초구,기타연료,사업용,0,0,92,2,94
2016,서초구,엘피지,비사업용,5535,862,997,2,7396
2016,서초구,엘피지,사업용,2207,2,87,0,2296
2016,서초구,전기,비사업용,102,0,0,0,102
2016,서초구,전기,사업용,1,0,0,0,1
2016,서초구,하이브리드(LPG+전기),비사업용,92,0,0,0,92
2016,서초구,하이브리드(경유+전기),비사업용,2,0,0,0,2
2016,서초구,하이브리드(휘발유+전기),비사업용,4169,0,0,0,4169
2016,서초구,하이브리드(휘발유+전기),사업용,31,0,0,0,31
2016,서초구,휘발유,비사업용,53365,51,63,1,53480
2016,서초구,휘발유,사업용,211,21,0,0,232
2016,서초구,휘발유(무연),비사업용,51500,44,41,1,51586
2016,서초구,휘발유(무연),사업용,842,0,0,0,842
2016,서초구,휘발유(유연),비사업용,49,0,0,0,49
2016,강남구,CNG,비사업용,55,2,35,0,92
2016,강남구,CNG,사업용,4,192,0,0,196
2016,강남구,경유,비사업용,48989,4892,16376,155,70412
2016,강남구,경유,사업용,3496,697,1886,177,6256
2016,강남구,기타연료,비사업용,12,71,144,11,238
2016,강남구,기타연료,사업용,0,0,278,0,278
2016,강남구,수소,비사업용,7,0,0,0,7
2016,강남구,엘피지,비사업용,7306,1174,1331,2,9813
2016,강남구,엘피지,사업용,5538,4,108,0,5650
2016,강남구,전기,비사업용,94,0,0,0,94
2016,강남구,전기,사업용,124,0,0,0,124
2016,강남구,태양열,비사업용,1,0,0,0,1
2016,강남구,하이브리드(LPG+전기),비사업용,132,0,0,0,132
2016,강남구,하이브리드(LPG+전기),사업용,1,0,0,0,1
2016,강남구,하이브리드(경유+전기),비사업용,2,0,0,0,2
2016,강남구,하이브리드(휘발유+전기),비사업용,5429,0,0,0,5429
2016,강남구,하이브리드(휘발유+전기),사업용,577,0,0,0,577
2016,강남구,휘발유,비사업용,70790,58,105,5,70958
2016,강남구,휘발유,사업용,898,1,0,0,899
2016,강남구,휘발유(무연),비사업용,65291,77,93,2,65463
2016,강남구,휘발유(무연),사업용,5646,0,0,0,5646
2016,강남구,휘발유(유연),비사업용,78,0,0,0,78
2016,강남구,휘발유(유연),사업용,2,0,0,0,2
2016,송파구,CNG,비사업용,62,2,51,0,115
2016,송파구,CNG,사업용,18,853,0,0,871
2016,송파구,경유,비사업용,49244,4987,17038,82,71351
2016,송파구,경유,사업용,282,750,3548,208,4788
2016,송파구,기타연료,비사업용,3,55,203,7,268
2016,송파구,기타연료,사업용,0,0,22,0,22
2016,송파구,엘피지,비사업용,10426,1355,1903,1,13685
2016,송파구,엘피지,사업용,5425,3,476,0,5904
2016,송파구,전기,비사업용,41,0,0,0,41
2016,송파구,전기,사업용,4,0,0,0,4
2016,송파구,하이브리드(CNG+전기),사업용,0,4,0,0,4
2016,송파구,하이브리드(LPG+전기),비사업용,158,0,0,0,158
2016,송파구,하이브리드(경유+전기),비사업용,1,0,0,0,1
2016,송파구,하이브리드(휘발유+전기),비사업용,3114,0,0,0,3114
2016,송파구,하이브리드(휘발유+전기),사업용,7,0,0,0,7
2016,송파구,휘발유,비사업용,56062,26,72,0,56160
2016,송파구,휘발유,사업용,52,0,0,0,52
2016,송파구,휘발유(무연),비사업용,65576,29,40,0,65645
2016,송파구,휘발유(무연),사업용,238,0,0,0,238
2016,송파구,휘발유(유연),비사업용,86,0,0,0,86
2016,강동구,CNG,비사업용,35,0,21,0,56
2016,강동구,CNG,사업용,5,197,0,0,202
2016,강동구,경유,비사업용,30382,3720,12233,45,46380
2016,강동구,경유,사업용,134,390,1749,232,2505
2016,강동구,기타연료,비사업용,5,48,110,2,165
2016,강동구,기타연료,사업용,0,0,43,0,43
2016,강동구,엘피지,비사업용,9003,1123,1399,1,11526
2016,강동구,엘피지,사업용,5092,4,354,0,5450
2016,강동구,전기,비사업용,23,0,0,0,23
2016,강동구,전기,사업용,7,0,0,0,7
2016,강동구,하이브리드(CNG+전기),사업용,0,2,0,0,2
2016,강동구,하이브리드(LPG+전기),비사업용,89,0,0,0,89
2016,강동구,하이브리드(경유+전기),비사업용,1,0,0,0,1
2016,강동구,하이브리드(휘발유+전기),비사업용,1566,0,0,0,1566
2016,강동구,하이브리드(휘발유+전기),사업용,7,0,0,0,7
2016,강동구,휘발유,비사업용,28462,23,34,0,28519
2016,강동구,휘발유,사업용,18,0,0,0,18
2016,강동구,휘발유(무연),비사업용,39406,21,33,0,39460
2016,강동구,휘발유(무연),사업용,132,1,0,0,133
2016,강동구,휘발유(유연),비사업용,58,0,0,0,58
2017,합계,계,계,2641190,127564,339921,7581,3116256
2017,종로구,CNG,비사업용,6,2,18,0,26
2017,종로구,CNG,사업용,0,93,0,0,93
2017,종로구,경유,비사업용,11011,3367,4232,113,18723
2017,종로구,경유,사업용,51,217,524,64,856
2017,종로구,기타연료,비사업용,2,18,44,9,73
2017,종로구,기타연료,사업용,0,0,96,0,96
2017,종로구,수소,비사업용,2,0,0,0,2
2017,종로구,엘피지,비사업용,1880,297,375,1,2553
2017,종로구,엘피지,사업용,232,0,120,0,352
2017,종로구,전기,비사업용,73,0,2,0,75
2017,종로구,하이브리드(LPG+전기),비사업용,42,0,0,0,42
2017,종로구,하이브리드(경유+전기),비사업용,1,0,0,0,1
2017,종로구,하이브리드(휘발유+전기),비사업용,1007,0,0,0,1007
2017,종로구,하이브리드(휘발유+전기),사업용,5,0,0,0,5
2017,종로구,휘발유,비사업용,11892,32,43,1,11968
2017,종로구,휘발유,사업용,2,0,0,0,2
2017,종로구,휘발유(무연),비사업용,14721,29,15,1,14766
2017,종로구,휘발유(무연),사업용,178,0,0,0,178
2017,종로구,휘발유(유연),비사업용,10,0,0,0,10
2017,중구,CNG,비사업용,5,2,16,0,23
2017,중구,CNG,사업용,1,14,0,0,15
2017,중구,경유,비사업용,12047,2748,4874,80,19749
2017,중구,경유,사업용,397,303,1600,117,2417
2017,중구,기타연료,비사업용,5,18,77,15,115
2017,중구,기타연료,사업용,0,0,124,0,124
2017,중구,엘피지,비사업용,1580,382,483,1,2446
2017,중구,엘피지,사업용,717,2,67,0,786
2017,중구,전기,비사업용,106,1,2,0,109
2017,중구,전기,사업용,1,0,0,0,1
2017,중구,하이브리드(LPG+전기),비사업용,32,0,0,0,32
2017,중구,하이브리드(경유+전기),비사업용,2,0,0,0,2
2017,중구,하이브리드(휘발유+전기),비사업용,832,0,0,0,832
2017,중구,하이브리드(휘발유+전기),사업용,41,0,0,0,41
2017,중구,휘발유,비사업용,11634,18,24,2,11678
2017,중구,휘발유,사업용,164,5,0,0,169
2017,중구,휘발유(무연),비사업용,12530,15,27,0,12572
2017,중구,휘발유(무연),사업용,413,0,0,0,413
2017,중구,휘발유(유연),비사업용,16,0,0,0,16
2017,용산구,CNG,비사업용,7,1,25,1,34
2017,용산구,CNG,사업용,1,3,0,0,4
2017,용산구,경유,비사업용,17875,2154,5525,70,25624
2017,용산구,경유,사업용,89,63,912,41,1105
2017,용산구,기타연료,비사업용,314,30,76,7,427
2017,용산구,기타연료,사업용,0,0,3,0,3
2017,용산구,엘피지,비사업용,2828,464,519,0,3811
2017,용산구,엘피지,사업용,851,10,83,0,944
2017,용산구,전기,비사업용,67,0,0,0,67
2017,용산구,하이브리드(LPG+전기),비사업용,37,0,0,0,37
2017,용산구,하이브리드(경유+전기),비사업용,1,0,0,0,1
2017,용산구,하이브리드(휘발유+전기),비사업용,1446,0,0,0,1446
2017,용산구,하이브리드(휘발유+전기),사업용,2,0,0,0,2
2017,용산구,휘발유,비사업용,21962,24,51,0,22037
2017,용산구,휘발유,사업용,16,0,0,0,16
2017,용산구,휘발유(무연),비사업용,21597,34,27,0,21658
2017,용산구,휘발유(무연),사업용,217,0,0,0,217
2017,용산구,휘발유(유연),비사업용,25,0,0,0,25
2017,성동구,CNG,비사업용,16,4,17,0,37
2017,성동구,CNG,사업용,0,161,0,0,161
2017,성동구,경유,비사업용,24647,2482,8814,82,36025
2017,성동구,경유,사업용,991,396,1313,113,2813
2017,성동구,기타연료,비사업용,4,36,65,2,107
2017,성동구,기타연료,사업용,0,0,7,0,7
2017,성동구,엘피지,비사업용,4807,572,934,0,6313
2017,성동구,엘피지,사업용,2818,16,270,0,3104
2017,성동구,전기,비사업용,85,0,1,0,86
2017,성동구,전기,사업용,109,0,0,0,109
2017,성동구,하이브리드(LPG+전기),비사업용,69,0,0,0,69
2017,성동구,하이브리드(LPG+전기),사업용,2,0,0,0,2
2017,성동구,하이브리드(휘발유+전기),비사업용,1728,0,0,0,1728
2017,성동구,하이브리드(휘발유+전기),사업용,22,0,0,0,22
2017,성동구,휘발유,비사업용,22450,12,31,0,22493
2017,성동구,휘발유,사업용,489,5,0,0,494
2017,성동구,휘발유(무연),비사업용,27318,14,7,0,27339
2017,성동구,휘발유(무연),사업용,2179,0,0,0,2179
2017,성동구,휘발유(유연),비사업용,28,0,0,0,28
2017,광진구,CNG,비사업용,17,1,12,0,30
2017,광진구,CNG,사업용,0,367,0,0,367
2017,광진구,경유,비사업용,23499,2739,8769,24,35031
2017,광진구,경유,사업용,341,303,1179,176,1999
2017,광진구,기타연료,비사업용,0,29,82,2,113
2017,광진구,기타연료,사업용,0,0,5,0,5
2017,광진구,엘피지,비사업용,5139,692,884,1,6716
2017,광진구,엘피지,사업용,2520,3,269,60,2852
2017,광진구,전기,비사업용,43,0,0,0,43
2017,광진구,전기,사업용,1,0,0,0,1
2017,광진구,하이브리드(LPG+전기),비사업용,65,0,0,0,65
2017,광진구,하이브리드(휘발유+전기),비사업용,1533,0,0,0,1533
2017,광진구,하이브리드(휘발유+전기),사업용,4,0,0,0,4
2017,광진구,휘발유,비사업용,21364,10,23,0,21397
2017,광진구,휘발유,사업용,81,0,0,0,81
2017,광진구,휘발유(무연),비사업용,28038,25,25,0,28088
2017,광진구,휘발유(무연),사업용,261,0,0,0,261
2017,광진구,휘발유(유연),비사업용,45,0,0,0,45
2017,동대문구,CNG,비사업용,12,1,19,0,32
2017,동대문구,CNG,사업용,0,21,0,0,21
2017,동대문구,경유,비사업용,23124,3253,9876,67,36320
2017,동대문구,경유,사업용,245,173,1673,107,2198
2017,동대문구,기타연료,비사업용,3,36,96,2,137
2017,동대문구,기타연료,사업용,0,0,8,0,8
2017,동대문구,엘피지,비사업용,5703,728,1139,1,7571
2017,동대문구,엘피지,사업용,2487,2,370,0,2859
2017,동대문구,전기,비사업용,45,0,1,0,46
2017,동대문구,전기,사업용,3,0,0,0,3
2017,동대문구,하이브리드(LPG+전기),비사업용,68,0,0,0,68
2017,동대문구,하이브리드(휘발유+전기),비사업용,1170,0,0,0,1170
2017,동대문구,하이브리드(휘발유+전기),사업용,4,0,0,0,4
2017,동대문구,휘발유,비사업용,19582,9,34,0,19625
2017,동대문구,휘발유,사업용,81,0,0,0,81
2017,동대문구,휘발유(무연),비사업용,27005,26,28,0,27059
2017,동대문구,휘발유(무연),사업용,265,0,0,0,265
2017,동대문구,휘발유(유연),비사업용,40,0,0,0,40
2017,중랑구,CNG,비사업용,23,2,11,0,36
2017,중랑구,CNG,사업용,1,367,0,0,368
2017,중랑구,경유,비사업용,26431,3705,11489,84,41709
2017,중랑구,경유,사업용,225,192,2230,307,2954
2017,중랑구,기타연료,비사업용,2,32,79,4,117
2017,중랑구,기타연료,사업용,0,0,20,0,20
2017,중랑구,엘피지,비사업용,7630,972,1327,0,9929
2017,중랑구,엘피지,사업용,5568,1,406,0,5975
2017,중랑구,전기,비사업용,38,0,0,0,38
2017,중랑구,전기,사업용,2,0,0,0,2
2017,중랑구,하이브리드(LPG+전기),비사업용,63,0,0,0,63
2017,중랑구,하이브리드(경유+전기),비사업용,1,0,0,0,1
2017,중랑구,하이브리드(휘발유+전기),비사업용,1258,0,0,0,1258
2017,중랑구,하이브리드(휘발유+전기),사업용,6,0,0,0,6
2017,중랑구,휘발유,비사업용,20058,13,28,0,20099
2017,중랑구,휘발유,사업용,28,0,0,0,28
2017,중랑구,휘발유(무연),비사업용,30817,21,29,1,30868
2017,중랑구,휘발유(무연),사업용,414,0,0,0,414
2017,중랑구,휘발유(유연),비사업용,31,0,0,0,31
2017,성북구,CNG,비사업용,22,2,8,0,32
2017,성북구,CNG,사업용,2,779,0,0,781
2017,성북구,경유,비사업용,28998,3681,8556,44,41279
2017,성북구,경유,사업용,62,378,1245,78,1763
2017,성북구,기타연료,비사업용,3,39,129,1,172
2017,성북구,엘피지,비사업용,6915,829,984,2,8730
2017,성북구,엘피지,사업용,2530,2,333,0,2865
2017,성북구,전기,비사업용,64,0,0,0,64
2017,성북구,하이브리드(CNG+전기),사업용,0,3,0,0,3
2017,성북구,하이브리드(LPG+전기),비사업용,70,0,0,0,70
2017,성북구,하이브리드(휘발유+전기),비사업용,1745,0,0,0,1745
2017,성북구,하이브리드(휘발유+전기),사업용,2,0,0,0,2
2017,성북구,휘발유,비사업용,24868,10,32,0,24910
2017,성북구,휘발유,사업용,3,0,0,0,3
2017,성북구,휘발유(무연),비사업용,34664,22,24,0,34710
2017,성북구,휘발유(무연),사업용,36,0,0,0,36
2017,성북구,휘발유(유연),비사업용,44,0,0,0,44
2017,강북구,CNG,비사업용,10,1,13,0,24
2017,강북구,CNG,사업용,0,679,1,0,680
2017,강북구,경유,비사업용,18345,2730,7260,55,28390
2017,강북구,경유,사업용,11,60,929,94,1094
2017,강북구,기타연료,비사업용,1,5,43,0,49
2017,강북구,엘피지,비사업용,5635,767,888,0,7290
2017,강북구,엘피지,사업용,2592,1,255,0,2848
2017,강북구,전기,비사업용,24,0,0,0,24
2017,강북구,전기,사업용,3,0,0,0,3
2017,강북구,하이브리드(LPG+전기),비사업용,43,0,0,0,43
2017,강북구,하이브리드(경유+전기),비사업용,1,0,0,0,1
2017,강북구,하이브리드(휘발유+전기),비사업용,836,0,0,0,836
2017,강북구,하이브리드(휘발유+전기),사업용,4,0,0,0,4
2017,강북구,휘발유,비사업용,14067,10,20,0,14097
2017,강북구,휘발유,사업용,10,0,0,0,10
2017,강북구,휘발유(무연),비사업용,22269,15,7,0,22291
2017,강북구,휘발유(무연),사업용,108,0,0,0,108
2017,강북구,휘발유(유연),비사업용,28,0,0,0,28
2017,도봉구,CNG,비사업용,14,3,8,0,25
2017,도봉구,CNG,사업용,3,340,0,0,343
2017,도봉구,경유,비사업용,22311,2906,8214,64,33495
2017,도봉구,경유,사업용,51,80,1376,145,1652
2017,도봉구,기타연료,비사업용,1,33,61,0,95
2017,도봉구,기타연료,사업용,0,0,9,0,9
2017,도봉구,엘피지,비사업용,6541,741,909,0,8191
2017,도봉구,엘피지,사업용,5055,0,324,0,5379
2017,도봉구,전기,비사업용,43,0,0,0,43
2017,도봉구,전기,사업용,4,0,0,0,4
2017,도봉구,하이브리드(CNG+전기),사업용,0,8,0,0,8
2017,도봉구,하이브리드(LPG+전기),비사업용,86,0,0,0,86
2017,도봉구,하이브리드(휘발유+전기),비사업용,1163,0,0,0,1163
2017,도봉구,하이브리드(휘발유+전기),사업용,2,0,0,0,2
2017,도봉구,휘발유,비사업용,18336,5,21,0,18362
2017,도봉구,휘발유,사업용,20,0,0,0,20
2017,도봉구,휘발유(무연),비사업용,28303,13,15,0,28331
2017,도봉구,휘발유(무연),사업용,81,0,0,0,81
2017,도봉구,휘발유(유연),비사업용,34,0,0,0,34
2017,노원구,CNG,비사업용,38,3,10,0,51
2017,노원구,CNG,사업용,0,594,1,0,595
2017,노원구,경유,비사업용,36768,4222,10369,60,51419
2017,노원구,경유,사업용,93,361,1598,246,2298
2017,노원구,기타연료,비사업용,2,57,128,2,189
2017,노원구,기타연료,사업용,0,0,14,0,14
2017,노원구,엘피지,비사업용,11268,983,1183,1,13435
2017,노원구,엘피지,사업용,5896,4,356,0,6256
2017,노원구,전기,비사업용,79,1,0,0,80
2017,노원구,전기,사업용,3,0,0,0,3
2017,노원구,하이브리드(CNG+전기),사업용,0,31,0,0,31
2017,노원구,하이브리드(LPG+전기),비사업용,116,0,0,0,116
2017,노원구,하이브리드(경유+전기),비사업용,2,0,0,0,2
2017,노원구,하이브리드(휘발유+전기),비사업용,2192,0,0,0,2192
2017,노원구,하이브리드(휘발유+전기),사업용,3,0,0,0,3
2017,노원구,휘발유,비사업용,30867,8,31,0,30906
2017,노원구,휘발유,사업용,17,0,0,0,17
2017,노원구,휘발유(무연),비사업용,46819,27,18,0,46864
2017,노원구,휘발유(무연),사업용,174,0,0,0,174
2017,노원구,휘발유(유연),비사업용,62,0,0,0,62
2017,노원구,휘발유(유연),사업용,1,0,0,0,1
2017,은평구,CNG,비사업용,16,2,12,0,30
2017,은평구,CNG,사업용,5,719,0,0,724
2017,은평구,경유,비사업용,29861,3902,10500,64,44327
2017,은평구,경유,사업용,67,73,1585,177,1902
2017,은평구,기타연료,비사업용,3,30,95,9,137
2017,은평구,기타연료,사업용,0,0,1,0,1
2017,은평구,엘피지,비사업용,8382,985,1102,0,10469
2017,은평구,엘피지,사업용,3960,0,278,0,4238
2017,은평구,전기,비사업용,68,0,0,1,69
2017,은평구,전기,사업용,4,0,0,0,4
2017,은평구,하이브리드(CNG+전기),사업용,0,1,0,0,1
2017,은평구,하이브리드(LPG+전기),비사업용,102,0,0,0,102
2017,은평구,하이브리드(휘발유+전기),비사업용,1804,0,0,0,1804
2017,은평구,하이브리드(휘발유+전기),사업용,2,0,0,0,2
2017,은평구,휘발유,비사업용,26487,12,39,0,26538
2017,은평구,휘발유,사업용,8,0,1,0,9
2017,은평구,휘발유(무연),비사업용,38478,21,23,0,38522
2017,은평구,휘발유(무연),사업용,88,0,0,0,88
2017,은평구,휘발유(유연),비사업용,37,0,0,0,37
2017,서대문구,CNG,비사업용,12,10,15,0,37
2017,서대문구,CNG,사업용,4,277,0,0,281
2017,서대문구,경유,비사업용,19756,2658,6183,70,28667
2017,서대문구,경유,사업용,73,109,1622,228,2032
2017,서대문구,기타연료,비사업용,2,30,58,4,94
2017,서대문구,기타연료,사업용,0,0,41,0,41
2017,서대문구,엘피지,비사업용,4810,525,648,0,5983
2017,서대문구,엘피지,사업용,2765,2,144,0,2911
2017,서대문구,전기,비사업용,41,0,0,0,41
2017,서대문구,하이브리드(CNG+전기),사업용,0,2,0,0,2
2017,서대문구,하이브리드(LPG+전기),비사업용,67,0,0,0,67
2017,서대문구,하이브리드(경유+전기),비사업용,1,0,0,0,1
2017,서대문구,하이브리드(휘발유+전기),비사업용,1347,0,0,0,1347
2017,서대문구,하이브리드(휘발유+전기),사업용,3,0,0,0,3
2017,서대문구,휘발유,비사업용,18868,14,32,0,18914
2017,서대문구,휘발유,사업용,21,1,0,0,22
2017,서대문구,휘발유(무연),비사업용,25431,18,21,0,25470
2017,서대문구,휘발유(무연),사업용,121,0,0,0,121
2017,서대문구,휘발유(유연),비사업용,34,0,0,0,34
2017,마포구,CNG,비사업용,24,3,29,0,56
2017,마포구,CNG,사업용,0,292,0,0,292
2017,마포구,경유,비사업용,27246,3144,9148,116,39654
2017,마포구,경유,사업용,465,428,1798,119,2810
2017,마포구,기타연료,비사업용,2,38,105,2,147
2017,마포구,기타연료,사업용,0,0,46,0,46
2017,마포구,엘피지,비사업용,5323,708,963,0,6994
2017,마포구,엘피지,사업용,2484,1,168,0,2653
2017,마포구,전기,비사업용,88,0,0,0,88
2017,마포구,전기,사업용,122,0,0,0,122
2017,마포구,하이브리드(LPG+전기),비사업용,60,0,0,0,60
2017,마포구,하이브리드(휘발유+전기),비사업용,2061,0,0,0,2061
2017,마포구,하이브리드(휘발유+전기),사업용,12,0,0,0,12
2017,마포구,휘발유,비사업용,27162,19,53,2,27236
2017,마포구,휘발유,사업용,34,0,0,0,34
2017,마포구,휘발유(무연),비사업용,33453,29,42,0,33524
2017,마포구,휘발유(무연),사업용,708,0,0,0,708
2017,마포구,휘발유(유연),비사업용,34,0,0,0,34
2017,양천구,CNG,비사업용,28,2,18,0,48
2017,양천구,CNG,사업용,2,644,0,0,646
2017,양천구,경유,비사업용,34434,3818,11965,115,50332
2017,양천구,경유,사업용,64,180,2353,416,3013
2017,양천구,기타연료,비사업용,2,38,138,4,182
2017,양천구,기타연료,사업용,0,0,49,0,49
2017,양천구,엘피지,비사업용,8748,933,1203,1,10885
2017,양천구,엘피지,사업용,4661,2,248,0,4911
2017,양천구,전기,비사업용,78,0,1,0,79
2017,양천구,전기,사업용,14,0,0,0,14
2017,양천구,하이브리드(LPG+전기),비사업용,104,0,0,0,104
2017,양천구,하이브리드(경유+전기),비사업용,2,0,0,0,2
2017,양천구,하이브리드(휘발유+전기),비사업용,2329,0,0,0,2329
2017,양천구,하이브리드(휘발유+전기),사업용,2,0,0,0,2
2017,양천구,휘발유,비사업용,34100,11,25,0,34136
2017,양천구,휘발유,사업용,13,0,0,0,13
2017,양천구,휘발유(무연),비사업용,43908,20,34,0,43962
2017,양천구,휘발유(무연),사업용,77,0,0,0,77
2017,양천구,휘발유(유연),비사업용,39,0,0,0,39
2017,강서구,CNG,비사업용,37,8,17,0,62
2017,강서구,CNG,사업용,7,385,0,0,392
2017,강서구,경유,비사업용,45761,5308,16486,136,67691
2017,강서구,경유,사업용,326,919,2926,236,4407
2017,강서구,기타연료,비사업용,4,40,153,4,201
2017,강서구,기타연료,사업용,0,0,24,0,24
2017,강서구,엘피지,비사업용,12730,1285,1722,2,15739
2017,강서구,엘피지,사업용,7830,6,335,1,8172
2017,강서구,전기,비사업용,88,0,1,0,89
2017,강서구,전기,사업용,43,0,0,0,43
2017,강서구,하이브리드(LPG+전기),비사업용,138,0,0,0,138
2017,강서구,하이브리드(경유+전기),비사업용,1,0,0,0,1
2017,강서구,하이브리드(휘발유+전기),비사업용,2913,0,0,0,2913
2017,강서구,하이브리드(휘발유+전기),사업용,2292,0,0,0,2292
2017,강서구,휘발유,비사업용,41487,21,36,0,41544
2017,강서구,휘발유,사업용,93,0,0,0,93
2017,강서구,휘발유(무연),비사업용,57602,34,40,1,57677
2017,강서구,휘발유(무연),사업용,498,1,0,0,499
2017,강서구,휘발유(유연),비사업용,86,0,0,0,86
2017,구로구,CNG,비사업용,23,1,10,0,34
2017,구로구,CNG,사업용,3,346,0,0,349
2017,구로구,경유,비사업용,33438,5143,13730,135,52446
2017,구로구,경유,사업용,1557,363,2362,157,4439
2017,구로구,기타연료,비사업용,0,44,137,4,185
2017,구로구,기타연료,사업용,0,0,24,0,24
2017,구로구,엘피지,비사업용,8136,871,1110,1,10118
2017,구로구,엘피지,사업용,5454,3,278,0,5735
2017,구로구,전기,비사업용,65,0,0,0,65
2017,구로구,하이브리드(LPG+전기),비사업용,103,0,0,0,103
2017,구로구,하이브리드(휘발유+전기),비사업용,1909,0,0,0,1909
2017,구로구,하이브리드(휘발유+전기),사업용,157,0,0,0,157
2017,구로구,휘발유,비사업용,26857,14,37,0,26908
2017,구로구,휘발유,사업용,252,0,0,0,252
2017,구로구,휘발유(무연),비사업용,38568,20,29,0,38617
2017,구로구,휘발유(무연),사업용,2554,0,0,0,2554
2017,구로구,휘발유(유연),비사업용,40,0,0,0,40
2017,구로구,휘발유(유연),사업용,25,0,0,0,25
2017,금천구,CNG,비사업용,17,1,7,0,25
2017,금천구,CNG,사업용,0,387,0,0,387
2017,금천구,경유,비사업용,20533,3492,10280,55,34360
2017,금천구,경유,사업용,191,100,2090,83,2464
2017,금천구,기타연료,비사업용,1,18,57,1,77
2017,금천구,기타연료,사업용,0,0,38,0,38
2017,금천구,수소,비사업용,1,0,0,0,1
2017,금천구,엘피지,비사업용,4612,580,862,2,6056
2017,금천구,엘피지,사업용,3058,3,178,0,3239
2017,금천구,전기,비사업용,35,0,3,0,38
2017,금천구,전기,사업용,59,0,0,0,59
2017,금천구,하이브리드(LPG+전기),비사업용,72,0,0,0,72
